trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-72.63821349563543,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.5}",30,6,-104.83371131981517,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 2}",1
3,False,"{'a': 0.5, 'e': 0.3333333333333333}",25,0,-50.49892198880128,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.25}",30,0,-82.05634757638072,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.2}",25,0,-133.92268934908827,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.16666666666666666}",20,0,-38.42887161663353,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.14285714285714285}",25,0,-90.80776876492938,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.125}",30,0,-9.566671831060848,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.1111111111111111}",30,0,11.506712326307579,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.1}",30,15,-16.252545048312463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
11,False,"{'a': 0.5, 'e': 0.09090909090909091}",25,0,-38.05172134238107,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.08333333333333333}",20,0,8.215619942930964,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.07692307692307693}",35,0,15.974014879880594,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.07142857142857142}",20,0,1.5219535993760533,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.06666666666666667}",20,0,-122.29691037682221,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.0625}",20,6,-12.50787083805821,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
17,False,"{'a': 0.5, 'e': 0.058823529411764705}",30,0,-17.966270267098913,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.05555555555555555}",25,0,37.34842059034649,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.05263157894736842}",25,0,8.132763495851044,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.05}",30,6,-2.741896215161062,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
21,False,"{'a': 0.5, 'e': 0.047619047619047616}",30,0,-20.739408498803257,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.045454545454545456}",20,9,19.989177280463643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.043478260869565216}",20,0,25.039581257163352,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.041666666666666664}",35,22,28.002564896018864,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.04}",25,0,16.00537492407122,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.038461538461538464}",25,0,-23.014380513463056,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
